Id,rating
0,3.52738881111145
1,3.52738881111145
2,3.52738881111145
3,3.52738881111145
4,3.52738881111145
5,3.52738881111145
6,3.52738881111145
7,3.52738881111145
8,3.52738881111145
9,3.52738881111145
10,3.52738881111145
11,3.52738881111145
12,3.52738881111145
13,3.52738881111145
14,3.52738881111145
15,3.52738881111145
16,3.52738881111145
17,3.52738881111145
18,3.52738881111145
19,3.52738881111145
20,3.52738881111145
21,3.52738881111145
22,3.52738881111145
23,3.52738881111145
24,3.52738881111145
25,3.52738881111145
26,3.52738881111145
27,3.52738881111145
28,3.52738881111145
29,3.52738881111145
30,3.52738881111145
31,3.52738881111145
32,3.52738881111145
33,3.52738881111145
34,3.52738881111145
35,3.52738881111145
36,3.52738881111145
37,3.52738881111145
38,3.52738881111145
39,3.52738881111145
40,3.52738881111145
41,3.52738881111145
42,3.52738881111145
43,3.52738881111145
44,3.52738881111145
45,3.52738881111145
46,3.52738881111145
47,3.52738881111145
48,3.52738881111145
49,3.52738881111145
50,3.52738881111145
51,3.52738881111145
52,3.52738881111145
53,3.52738881111145
54,3.52738881111145
55,3.52738881111145
56,3.52738881111145
57,3.52738881111145
58,3.52738881111145
59,3.52738881111145
60,3.52738881111145
61,3.52738881111145
62,3.52738881111145
63,3.52738881111145
64,3.52738881111145
65,3.52738881111145
66,3.52738881111145
67,3.52738881111145
68,3.52738881111145
69,3.52738881111145
70,3.52738881111145
71,3.52738881111145
72,3.52738881111145
73,3.52738881111145
74,3.52738881111145
75,3.52738881111145
76,3.52738881111145
77,3.52738881111145
78,3.52738881111145
79,3.52738881111145
80,3.52738881111145
81,3.52738881111145
82,3.52738881111145
83,3.52738881111145
84,3.52738881111145
85,3.52738881111145
86,3.52738881111145
87,3.52738881111145
88,3.52738881111145
89,3.52738881111145
90,3.52738881111145
91,3.52738881111145
92,3.52738881111145
93,3.52738881111145
94,3.52738881111145
95,3.52738881111145
96,3.52738881111145
97,3.52738881111145
98,3.52738881111145
99,3.52738881111145
100,3.52738881111145
101,3.52738881111145
102,3.52738881111145
103,3.52738881111145
104,3.52738881111145
105,3.52738881111145
106,3.52738881111145
107,3.52738881111145
108,3.52738881111145
109,3.52738881111145
110,3.52738881111145
111,3.52738881111145
112,3.52738881111145
113,3.52738881111145
114,3.52738881111145
115,3.52738881111145
116,3.52738881111145
117,3.52738881111145
118,3.52738881111145
119,3.52738881111145
120,3.52738881111145
121,3.52738881111145
122,3.52738881111145
123,3.52738881111145
124,3.52738881111145
125,3.52738881111145
126,3.52738881111145
127,3.52738881111145
128,3.52738881111145
129,3.52738881111145
130,3.52738881111145
131,3.52738881111145
132,3.52738881111145
133,3.52738881111145
134,3.52738881111145
135,3.52738881111145
136,3.52738881111145
